time,104 GtCO2 temporary storage vs. permanent removal,200 GtCO2 temporary storage vs. permanent removal,296 GtCO2 temporary storage vs. permanent removal
2015.5,0.0,0.0,0.0
2016.5,0.0,0.0,0.0
2017.5,0.0,0.0,0.0
2018.5,0.0,0.0,0.0
2019.5,0.0,0.0,0.0
2020.5,0.0,0.0,0.0
2021.5,0.0,0.0,0.0
2022.5,0.0,0.0,0.0
2023.5,0.0,0.0,0.0
2024.5,0.0,0.0,0.0
2025.5,0.0,0.0,0.0
2026.5,0.0,0.0,0.0
2027.5,0.0,0.0,0.0
2028.5,0.0,0.0,0.0
2029.5,0.0,0.0,0.0
2030.5,0.0,0.0,0.0
2031.5,0.0,0.0,0.0
2032.5,0.0,0.0,0.0
2033.5,0.0,0.0,0.0
2034.5,0.0,0.0,0.0
2035.5,0.0,0.0,0.0
2036.5,0.0,0.0,0.0
2037.5,0.0,0.0,0.0
2038.5,0.0,0.0,0.0
2039.5,0.0,0.0,0.0
2040.5,0.0,0.0,0.0
2041.5,0.0,0.0,0.0
2042.5,0.0,0.0,0.0
2043.5,0.0,0.0,0.0
2044.5,0.0,0.0,0.0
2045.5,0.0,0.0,0.0
2046.5,0.0,0.0,0.0
2047.5,0.0,0.0,0.0
2048.5,0.0,0.0,0.0
2049.5,0.0,0.0,0.0
2050.5,0.0,0.0,0.0
2051.5,0.0,0.0,0.0
2052.5,0.0,0.0,0.0
2053.5,0.0,0.0,0.0
2054.5,0.0,0.0,0.0
2055.5,0.0,0.0,0.0
2056.5,0.0,0.0,0.0
2057.5,-3.8146973e-05,-0.00013923645,1.6212463e-05
2058.5,0.0004825592,9.536743e-06,-0.0003900528
2059.5,0.00048351288,-0.0003156662,0.00047588348
2060.5,-0.00032234192,0.0003604889,0.00038146973
2061.5,-0.0006122589,0.00033283234,0.0007047653
2062.5,-0.00029277802,-0.0011882782,0.0031852722
2063.5,0.00027561188,-0.0013389587,0.002090454
2064.5,-0.0022935867,-0.00051784515,0.0026712418
2065.5,-0.0021352768,0.00030517578,0.0017671585
